logo,page_french_tech,nom,description,market,field,mots_clé,mots_clé_2,mots_clé_3,mots_clé_4,mot_clé_5,employees,date de création,valeur_entreprise,financement,adresse,dernier_financement
https://storage.googleapis.com/dealroom-images-production/79/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wOC8wNWU3ODEzOGM4OTY3NDNkNzgyZTVhYjVmODMxN2RiNw==.png,https://ecosystem.lafrenchtech.com/companies/itk_1_2,ITK,,,,,,,,,51-200 employees,Jun 2003,,€10.0m,"Clapiers, France",€10.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/f2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMi83ZGVjNzQ4ODQ4NDE5MDViYjVlNDQyMmFmOTJiODdlMA==.png,https://ecosystem.lafrenchtech.com/companies/iumtek,IUMTEK,"Designs industrial real-time in-situ chemical analyzers, based on LIBS technology",B2B,marketing,enterprise software,,,deep tech,subscription,2-10 employees,Oct 2017,,-,"Gif-sur-Yvette, France",N/A SPINOUT
https://storage.googleapis.com/dealroom-images-production/37/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMS8yNS8yOWU1N2IwODAzMjRkNzIzMmRmYzI0M2ViMWJmMTc1NQ==.jpeg,https://ecosystem.lafrenchtech.com/companies/izi_3,IZI,"Formerly Hellocasa, acquired by EDF to launch IZI by EDF in 2019 to simplify daily life and support the energy transition",B2C,real estate,home living,real estate services,workspaces,commission,selling own inventory,201-500 employees,Sep 2014,€6—9m,€2.0m,"Courbevoie, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/70/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC80MTRlNzZhNjZmYzZjZDMxYTg0YjcwZGMzMjY0NTdhZg==.png,https://ecosystem.lafrenchtech.com/companies/icebergdatalab,Iceberg Data Lab,Fintech developing assessment tools and providing Environmental Data Solutions to Financial Institutions,B2B,fintech,enterprise software,regtech,,artificial intelligence,commission,51-200 employees,2020,€36—55m,€14.1m,"Paris, France",$10.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/22/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC8xNzVjZTViZDJkM2ZkYjBjODk5NDY0OWE1MGYzNTNiYg==.png,https://ecosystem.lafrenchtech.com/companies/icono_app,Icono App,ICONO IS A NATURAL LANGUAGE VIDEO SEARCH ENGINE,B2B,media,,,,subscription,,2-10 employees,2023,,-,"Lille, France",
https://storage.googleapis.com/dealroom-images-production/26/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8xMi8wOS8zZDBjOGE2NmRhZTRmOWY5NjRiZDY4OTFlODUwYjE2Nw==.png,https://ecosystem.lafrenchtech.com/companies/iconosquare,Iconosquare,"Leading Analytics & Marketing Suite for Instagram - Manage your Instagram activity, Analyze your performance, Engage your community",B2B,marketing,enterprise software,marketing analytics,,subscription,saas,11-50 employees,May 2011,,-,"Limoges, France",
https://storage.googleapis.com/dealroom-images-production/bb/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC83YWRmYjBmZGQ4MTI4OTk5ZjQ3Nzk1ZWM3ODcwZWFkMg==.png,https://ecosystem.lafrenchtech.com/companies/id4us,Id4Us,,,,,,,,,11-50 employees,2022,,-,"Meylan, France",
https://storage.googleapis.com/dealroom-images-production/dd/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS9jOGM3M2U1Y2E3OWU0YjAwM2FjMTU0ZTNjMDQ1ZmRhZQ==.png,https://ecosystem.lafrenchtech.com/companies/ida_,Ida,AI-driven solutions for supermarkets to optimize fresh product orders and reduce food waste,,food,,,,commission,,11-50 employees,Jun 2022,€11—16m,€2.7m,"Paris, France",€2.7m EARLY VC
https://storage.googleapis.com/dealroom-images-production/37/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMy8xMjRjOTZmYTljMjViNDU4YjQwOWQ3OTU2OTIwNTZlMw==.png,https://ecosystem.lafrenchtech.com/companies/ideall,IdeAll,,B2B,wellness beauty,,,,,,11-50 employees,2019,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/72/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMi9jODNiMjU1Y2RjZTdlZmUyZGI0ZTVmZWY2MzQ0MjZiZQ==.png,https://ecosystem.lafrenchtech.com/companies/ideel,Ideel,Making it easy for people to get the products and services they need,B2C,home living,,,,saas,,11-50 employees,Apr 2018,€8—12m,€2.0m,"Paris, France",€2.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/85/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC9iMzZhMGFlYTY3MWUwN2VkMjEzZDc2NGYyNzA3NjY5OA==.png,https://ecosystem.lafrenchtech.com/companies/ideel_garden,Ideel Garden,,,transportation,,,,,,11-50 employees,Aug 2019,€4—6m,€1.0m,"Paris, France",€1.0m SEED
https://storage.googleapis.com/dealroom-images-production/39/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC81ZjVjMTA4YjBkOTcwZmY3YzNhYTA4NzFlNzBhM2ViZQ==.png,https://ecosystem.lafrenchtech.com/companies/ignilife,Ignilife,Empowers and engages people to make healthier lifestyle choices,B2C,health,wellness beauty,,,big data,machine learning,2-10 employees,Nov 2014,€6—8m,€1.4m,"Biot, France",N/A SUPPORT PROGRAM
https://storage.googleapis.com/dealroom-images-production/6f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC83MTA4ZTk4OWFmYjBhZWFjODEyZmYyMDk3NTg1N2JhYg==.png,https://ecosystem.lafrenchtech.com/companies/ignite_social_impact,Ignite Social Impact,,B2B,fintech,,,,,,2-10 employees,Mar 2020,,-,"Montpellier, France",
https://storage.googleapis.com/dealroom-images-production/c2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xNi9iMjMxOTQ2N2NjODcxYzc2NmM1MmE1M2VhODVjY2Q2NA==.png,https://ecosystem.lafrenchtech.com/companies/igonogo,Igonogo,An AI-enhanced online survey software that reveals the emotions of your customers,B2B,marketing,,crm & sales,,artificial intelligence,subscription,11-50 employees,Sep 2021,€1—2m,€350k,"Grenoble, France",€350k SEED
https://storage.googleapis.com/dealroom-images-production/74/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMi8xN2M4OTFkYmU3ODQ0YjM2ODBiMGE2Yzc3ZTlkOWMwNw==.png,https://ecosystem.lafrenchtech.com/companies/igyxos,Igyxos,Innovative pharmaceutical products for human reproductive health,B2B,health,,biotechnology,,commission,manufacturing,11-50 employees,2017,€30—45m,€7.5m,"Nouzilly, France",€7.5m SERIES A
https://storage.googleapis.com/dealroom-images-production/9b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9lOTg5NWEzZDVjNzZlMGI2MWRmYjQ4NGM2YmQ2YjBiOA==.png,https://ecosystem.lafrenchtech.com/companies/ikonisys,Ikonisys,"Providing fully-automated slide handling, slide scanning, and real-time image capture and analysis for microscopy",B2C,health,,biotechnology,,subscription,manufacturing,11-50 employees,1999,€5—8m,€45.2m,"Paris, France",€200k PRIVATE PLACEMENT VC
https://storage.googleapis.com/dealroom-images-production/c7/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xNi81ZWM0MDc0MjU3OTJhYzQ3NDVlMTRhNWY0Y2U2N2JkMg==.png,https://ecosystem.lafrenchtech.com/companies/iktos,Iktos,"Specializing in the development of artificial intelligence solutions applied to chemical research, more specifically medicinal chemistry and new drug design",B2B,health,,pharmaceutical,biotechnology,deep learning,deep tech,51-200 employees,Oct 2016,€62—93m,€15.5m,"Paris, France",€15.5m SERIES A
https://storage.googleapis.com/dealroom-images-production/6f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMS9hMTQ5Mzg2ZmZiZmVhZjQyYmRiZDUzNThhMjgyNTY0Yw==.png,https://ecosystem.lafrenchtech.com/companies/ilek,Ilek,Leading electricity supplier that directly connects renewable energy producers and consumers,B2B,energy,B2C,energy providers,clean energy,subscription,marketplace & ecommerce,51-200 employees,Jun 2015,€24—36m,€6.0m,"Toulouse, France",€6.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/02/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xNi85ZjljZmQ3NjQyMzlhZGVjNzUyYjA1NjUzM2VmZjk4Ng==.png,https://ecosystem.lafrenchtech.com/companies/illuin_technology,Illuin technology,"Designs, develops and industrializes innovative tech solutions",B2B,enterprise software,,,,mobile app,virtual reality,51-200 employees,Mar 2017,,-,"Neuilly-sur-Seine, France",N/A EARLY VC
https://storage.googleapis.com/dealroom-images-production/14/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOS9lM2Y3NTcwNGU5OTNmODI5MzQ5MTY5ZWM0MGU3M2FmMw==.png,https://ecosystem.lafrenchtech.com/companies/imcheck_therapeutics,ImCheck Therapeutics,Designing and developing a new generation of immunotherapy antibodies,B2B,health,,biotechnology,,commission,manufacturing,51-200 employees,Mar 2015,€384—576m,€193m,"Marseille, France",€20.2m GRANT
https://storage.googleapis.com/dealroom-images-production/48/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8xMi8xOS8wZjg5NmIzNzFlYzQ1YTUyYWMxYmM0YzM0ZTMxMDI0Nw==.png,https://ecosystem.lafrenchtech.com/companies/imactis,Imactis,Guides the radiologist's action to directly achieve a goal,B2B,health,,medical devices,,,,11-50 employees,Feb 2009,€12—18m,€3.0m,"Saint-Martin-d'Hères, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/c2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xNi83ODBhNDY0Y2UyZDMyOWNkNmU1YzUyMWEzYjgzM2MzNg==.png,https://ecosystem.lafrenchtech.com/companies/imatag,Imatag,Protect businesses from unwanted use of their images and videos,B2B,media,,,,,,11-50 employees,May 2015,,€1.3m,"Rennes, France",€1.3m SEED
https://storage.googleapis.com/dealroom-images-production/84/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOC9mN2I3OGI0MjJiNjhiYzhjNzlkNDgwNDQ3ZWRlN2JkMQ==.png,https://ecosystem.lafrenchtech.com/companies/immersive_factory,Immersive Factory,Virtual Reality training exercices for HSE (Health Safety and Environment),B2B,education,,education providers,,deep tech,virtual reality,11-50 employees,Aug 2016,€4—6m,€1.0m,"Paris, France",$1.1m EARLY VC
https://storage.googleapis.com/dealroom-images-production/4a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9mN2IyMmZhYjc3MDEwYzlhMTM5Mzc2Zjg4OWFhNGY2Mw==.png,https://ecosystem.lafrenchtech.com/companies/immortal_game_1,Immortal Game,Introduces a new layer of strategy to playing chess,B2C,gaming,,board games,,blockchain,mobile app,11-50 employees,May 2021,€44—65m,€14.4m,"Paris, France",$12.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/07/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8xMDc2Njc0Y2Y5MjNlY2M5OTA0NmExYzc2MjQ1YjE0YQ==.png,https://ecosystem.lafrenchtech.com/companies/immusmols_traded_explicyte_immuno_oncology_,ImmuSmolS (traded Explicyte Immuno-Oncology),Developer of small molecule antibodies,B2B,health,,,,deep tech,manufacturing,2-10 employees,2012,,€310k,"Bordeaux, France",€310k GRANT
https://storage.googleapis.com/dealroom-images-production/40/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMy85YTVkNjgyMzIyMWUxMmExODRlOGEwZGE1YTQyZjM2NA==.png,https://ecosystem.lafrenchtech.com/companies/impact_track,Impact Track,,B2B,transportation,,,,saas,,11-50 employees,2018,,-,"Nantes, France",
https://storage.googleapis.com/dealroom-images-production/20/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC8xOTQ4ZDQzMzQ0OTg2Y2I5ODM4YTA3OTcwMjA1YjA5NQ==.png,https://ecosystem.lafrenchtech.com/companies/impact_8,Impact+,"Allows brands, agencies and advertising companies of become aware of their carbon impacts and take effective actions to reduce it",B2B,marketing,,adtech,,commission,saas,11-50 employees,Jul 2020,€8—12m,€2.0m,"Paris, France",€2.0m SEED
https://storage.googleapis.com/dealroom-images-production/8d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC9mNjllNzZkZTUxZDdhNTc2NDk3OGYyOWI5ZDAwMDY3Ng==.png,https://ecosystem.lafrenchtech.com/companies/impactvest_ltd,ImpactVest,Redefining impact investing through innovation and technology,B2B,fintech,,,,blockchain,commission,2-10 employees,Aug 2020,,€6.0m,"Paris, France",£5.0m SEED
https://storage.googleapis.com/dealroom-images-production/53/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8xMTcxN2VkY2E0NzI2ODVmNjEyOTg5YjRmN2ZjNjJmZg==.png,https://ecosystem.lafrenchtech.com/companies/implanet,Implanet,"Offers a range of surgical implants such as sutures, anchors, prosthesis, acetabular cups,and posterior fixation systems for hips, knees, spine, and arthroscopy",B2B,health,,medical devices,,deep tech,manufacturing,11-50 employees,Jan 2007,€19m,€45.4m,"Martillac, France",€2.0m POST IPO DEBT
https://storage.googleapis.com/dealroom-images-production/a8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC9jY2E1MDZkM2Y4MjIxYTc0MjRhZDA0OGM1YTIzYjkxZA==.png,https://ecosystem.lafrenchtech.com/companies/implicity,Implicity,Develops a universal remote monitoring platform for cardiac patients with connected pacemakers and implantable defibrillators,B2B,health,,medical devices,health platform,artificial intelligence,commission,51-200 employees,May 2016,€84—125m,€24.9m,"Paris, France",N/A GRANT
https://storage.googleapis.com/dealroom-images-production/d6/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC83ZGRlYTA3NWRmZjY3N2FmZmFlYTJjNzgwMzYwNDMzMA==.png,https://ecosystem.lafrenchtech.com/companies/imusic_school,Imusic School,Online music lessons with musicians and experts,B2C,music,education,,,marketplace & ecommerce,,11-50 employees,2007,€8—11m,€1.9m,"Bastia, France",€1.9m EARLY VC
https://storage.googleapis.com/dealroom-images-production/f9/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xMy80YWI2YjJhY2M5MTA1NzVjMmU0OGYxZmIwNzViYzdlNg==.png,https://ecosystem.lafrenchtech.com/companies/in_haircare,In haircare,Offering natural products entirely dedicated to hair care,B2C,wellness beauty,,,,selling own inventory,manufacturing,11-50 employees,2016,,-,"Paris, France",N/A SEED
https://storage.googleapis.com/dealroom-images-production/6c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC8zZDc1Y2NkY2ZlNGQyYWU0ZmUxNmM5YzRjODlkOWYzMg==.png,https://ecosystem.lafrenchtech.com/companies/in_motion,In&motion,"Proposes smart and wearable airbags, efficient suitable, and accessible with one goal: save lives of people in motion",B2C,sports,,sporting equipment,,connected device,hardware,51-200 employees,Jun 2014,€40—60m,€10.1m,"Annecy, France",€10.0m LATE VC
https://storage.googleapis.com/dealroom-images-production/62/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC84YWZmMGIzZGJmYzgzM2UzZWY2NDJiOWU0ZDNjMTZlZg==.png,https://ecosystem.lafrenchtech.com/companies/inflows_ai,InFLOWS AI,GO FROM 6 MONTHS TO 1 MONTH,B2B,enterprise software,,,,artificial intelligence,subscription,2-10 employees,Jul 2021,,€291k,"Puteaux, France",$200k CONVERTIBLE
https://storage.googleapis.com/dealroom-images-production/1a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC8zNzYwNzczNGE1NDA3NzAxMzAwMzdmMGNjZWViYmRlYg==.png,https://ecosystem.lafrenchtech.com/companies/inflectis_bioscience,InFlectis BioScience,Private drug discovery company aiming at targeting,B2B,health,,biotechnology,,commission,manufacturing,2-10 employees,Sep 2013,€24—36m,€7.4m,"Nantes, France",$650k GRANT
https://storage.googleapis.com/dealroom-images-production/e7/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMi9iZDAzMjQ1ZmRmODVlMTcxMGRkMTBiZTU2YWFjZTU2Zg==.png,https://ecosystem.lafrenchtech.com/companies/inmind_vr,InMind-VR,Digital solutions in virtual reality for human behavior and cognition analysis,B2B,health,enterprise software,health platform,,augmented reality,deep tech,2-10 employees,2021,,-,"Caen, France",
https://storage.googleapis.com/dealroom-images-production/b5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xMy9hZWY1YjY4NThkOGM1MTI0Y2VmY2VjM2E2YzRhMTk4OA==.png,https://ecosystem.lafrenchtech.com/companies/insimo,InSimo,Simulation software for surgical training and education,B2B,health,education,health platform,,deep tech,subscription,11-50 employees,Jan 2013,,€410k,"Strasbourg, France",€410k GRANT
https://storage.googleapis.com/dealroom-images-production/0e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMi83MTI5MzFhMzkwMDIzZWMxZWM5YzQxMjEyYTUyNDM2NA==.png,https://ecosystem.lafrenchtech.com/companies/inspek,InSpek,Sensors for real-time biological and chemical process monitoring,B2B,health,semiconductors,pharmaceutical,biotechnology,hardware,deep tech,11-50 employees,Aug 2021,€14—21m,€6.5m,"Palaiseau, France",€2.5m GRANT
https://storage.googleapis.com/dealroom-images-production/f4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC80YTVlYWQyNzczNDY1ZjM2NzU5MTZiNjU1MjU4YzliZQ==.png,https://ecosystem.lafrenchtech.com/companies/inalve,Inalve,An innovative proprietary process for the cultivation of microalgae allowing a more efficient use of natural resources and a harvested biomass with unique properties,B2B,food,,agritech,,hardware,deep tech,11-50 employees,Apr 2016,€19—28m,€9.3m,"Nice, France",€4.7m SERIES A
https://storage.googleapis.com/dealroom-images-production/c0/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9hZDQwMjAyMzMzNDdjZjA0NzRlY2I5MTQ1ZjZhYjAyOA==.png,https://ecosystem.lafrenchtech.com/companies/inato_com,Inato,AI-powered patient recruitment,B2B,health,,pharmaceutical,health platform,artificial intelligence,deep tech,51-200 employees,Jan 2016,€73—109m,€44.7m,"Paris, France",$20.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/e1/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC9hOWZjYTUxYmRjZDZlZjQ0YmY1MThkYWRhZjQ1MDViNw==.png,https://ecosystem.lafrenchtech.com/companies/inbolt,Inbolt,Micro-positioning & guidance technology for industrial applications (robotic arms & operators guidance),B2B,robotics,,,,artificial intelligence,hardware,11-50 employees,Sep 2019,€60—90m,€18.0m,"Paris, France",€15.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/67/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC9mZTljZGRjM2ZiNzg5MzdiODA5NzA4ZDdiMTZhYTE2Yw==.png,https://ecosystem.lafrenchtech.com/companies/incepto_medical,Incepto Medical,"Co-creates and distributes first class AI algorithms alongside radiologists. Saving time, Saving lives, together",B2B,health,,health platform,,augmented reality,deep learning,51-200 employees,Jan 2018,€108—162m,€32.6m,"Paris, France",€27.0m SERIES B
https://storage.googleapis.com/dealroom-images-production/dc/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC9hZGQ1NzlmMTVlNzE3ZDlkZGY0MTA3ZGFhNTY0NTA2NA==.png,https://ecosystem.lafrenchtech.com/companies/inch,Inch,Communication platform for housing that improves relations between property managers and residents,B2B,real estate,,real estate software,construction,subscription,,11-50 employees,Apr 2014,€6—9m,€1.5m,"Paris, France",€1.5m EARLY VC
https://storage.googleapis.com/dealroom-images-production/2c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8wYzBkZWY4NzE5YjcyMjRhMDYwMDBjNmQ4MzFiMWYyYQ==.png,https://ecosystem.lafrenchtech.com/companies/indatechs,Indatechs,Indatech Beyond Spectroscopy Optical Solutions for Process Development Process Control Upstream Downstream | Indatech,B2B,health,,medical devices,,manufacturing,,11-50 employees,Dec 2009,,€545k,"Asnières-sur-Seine, France",$600k EARLY VC
https://storage.googleapis.com/dealroom-images-production/83/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wOC85YjE0M2NiYTkxODRhNDQ2ODFkYmU4ZWMxZDZlZGU5MQ==.png,https://ecosystem.lafrenchtech.com/companies/indeez,Indeez,"Indeez is a new EU InsurTech, which aims to bring missing protection and benefits to independent workers (starting with gig and freelancers)",B2C,fintech,,insurance,,subscription,,11-50 employees,Aug 2020,€32—49m,€8.1m,"Paris, France",€8.1m SERIES A
https://storage.googleapis.com/dealroom-images-production/57/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8xNTA2ODFkNjliNmIyYTExYzU5YTE1MTVmMGM1YzAxNg==.png,https://ecosystem.lafrenchtech.com/companies/indexima,Indexima,"Instant analysis of commercial, marketing, financial or technical data",B2B,enterprise software,,,,big data,deep tech,2-10 employees,Jun 2016,€8—12m,€2.1m,"Paris, France",N/A SUPPORT PROGRAM
https://storage.googleapis.com/dealroom-images-production/3a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMS9iYTBlYzE1MjQxZWU2ZTNjZGE0ZWI3MzI1NjYzODUzMQ==.png,https://ecosystem.lafrenchtech.com/companies/indienov,Indienov,"Innovative airbag belt technology for seniors and post-operative patients, enhancing safety and independence while reducing fall-related injuries",,health,,,,manufacturing,,11-50 employees,2020,€5—7m,€1.2m,"Marseille, France",€1.2m SEED
https://storage.googleapis.com/dealroom-images-production/ac/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMi9mOTdiNWM2NTk2ZjZkZGU2NjExNWM2ZGE1OThiZWI3Nw==.png,https://ecosystem.lafrenchtech.com/companies/georges,Indy,The accounting robot provides software for professionals to automate their invoicing and keep their bank accounts synchronised,B2B,enterprise software,,,,machine learning,artificial intelligence,201-500 employees,Jun 2016,€160—240m,€86.0m,"Lyon, France",€40.0m SERIES C
https://storage.googleapis.com/dealroom-images-production/55/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMi83YTY3OTJjODg3NzcxYmJlZmIzZjJlYjZjN2JjNmYzNA==.png,https://ecosystem.lafrenchtech.com/companies/infinit_2,Infinit,A comprehensive platform that seamlessly integrates banking and business functionalities,B2B,fintech,enterprise software,financial management solutions,,mobile app,subscription,51-200 employees,2022,,-,"Paris, France",
